work_id,constituency_name,state_name,district_name,mp_name,work_description,work_category,sanctioned_amount,sanction_date,actual_expenditure,work_status,implementing_agency,financial_year,expected_completion_date,completion_date,latitude,longitude,anomaly_injected
WRK001098,Patna Sahib,Bihar,Patna,Ravi Shankar Prasad,Installation of community reverse osmosis water purification plant at Sector 4,DRINKING_WATER,4250000.0,2025-12-26,3984461.54,COMPLETED,Rural Development Agency (DRDA),2025-26,2026-06-07,2026-05-29,25.7103,84.992,
WRK001099,Patna Sahib,Bihar,Patna,Ravi Shankar Prasad,Installation of decentralized solid waste segregation and processing unit at Ram Nagar,SANITATION,3329999.9999999995,2025-06-25,3258700.64,COMPLETED,Municipal Corporation Engineering Cell,2025-26,2025-10-03,2025-09-20,25.5236,85.0763,
WRK001100,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Construction of Community Health Sub-Centre building at Subhash Ward,HEALTH,1400000.0,2023-07-14,1318523.06,COMPLETED,Rural Development Agency (DRDA),2023-24,2024-02-27,2024-02-17,26.9506,80.8463,
WRK001101,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Bituminous surface road connectivity linking village to Kisan Basti,ROADS,3860000.0,2023-09-14,3784081.98,COMPLETED,Municipal Corporation Engineering Cell,2023-24,2024-03-08,2024-02-29,26.9217,80.8873,
WRK001102,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Installation of community reverse osmosis water purification plant at Subhash Ward,DRINKING_WATER,2150000.0,2024-01-26,2093726.48,COMPLETED,Zilla Parishad Engineering Division,2023-24,2024-08-04,2024-07-28,26.6056,80.9146,
WRK001103,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Installation of decentralized solid waste segregation and processing unit at Subhash Ward,SANITATION,990000.0,2023-10-23,936778.1,COMPLETED,Irrigation & Public Health Division,2023-24,2024-03-20,2024-03-12,26.7886,80.9478,
WRK001104,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Construction of covered shed and crematorium facility with lighting at Gandhi Chowk,COMMUNITY_ASSETS,4590000.0,2023-12-09,4236464.29,COMPLETED,Public Works Department (PWD),2023-24,2024-05-24,2024-05-24,26.8597,80.7467,
WRK001105,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Installation of integrated solar LED street lighting units across Gandhi Chowk,POWER,4490000.0,2023-08-14,4380977.05,COMPLETED,Rural Development Agency (DRDA),2023-24,2023-12-16,2023-12-14,26.7555,80.8484,
WRK001106,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Construction of drinking water facility and sanitation block in school at Station Road,EDUCATION,3450000.0,2023-11-14,3364517.46,COMPLETED,Municipal Corporation Engineering Cell,2023-24,2024-06-16,2024-06-07,26.8463,81.0756,
WRK001107,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Construction of Community Health Sub-Centre building at Kisan Basti,HEALTH,4350000.0,2023-08-14,4226399.73,COMPLETED,Zilla Parishad Engineering Division,2023-24,2023-12-07,2023-11-23,26.9924,80.8469,
WRK001108,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Bituminous surface road connectivity linking village to Ram Nagar,ROADS,4860000.0,2023-07-22,4848761.08,COMPLETED,Irrigation & Public Health Division,2023-24,2024-02-13,2024-01-30,26.6367,80.7848,
WRK001109,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,"Construction of 50,000 litre overhead water storage tank at Shivaji Nagar",DRINKING_WATER,4040000.0,2023-06-19,3786595.48,COMPLETED,Public Works Department (PWD),2023-24,2023-11-08,2023-10-31,26.6274,81.0061,
WRK001110,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Underground storm water drainage and sewage disposal network at Station Road,SANITATION,1750000.0,2023-04-17,1625389.69,COMPLETED,Rural Development Agency (DRDA),2023-24,2023-08-22,2023-08-07,26.995,80.9161,
WRK001111,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Construction of multipurpose community welfare hall and auditorium at Sector 4,COMMUNITY_ASSETS,4050000.0,2023-10-16,3767069.77,COMPLETED,Municipal Corporation Engineering Cell,2023-24,2024-03-14,2024-03-12,26.8355,80.7063,
WRK001112,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Rooftop solar photovoltaic power system for primary healthcare facility at Gandhi Chowk,POWER,2640000.0,2023-05-18,2628471.78,COMPLETED,Zilla Parishad Engineering Division,2023-24,2023-11-16,2023-11-02,26.8053,80.7436,
WRK001113,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Construction of drinking water facility and sanitation block in school at Vikas Puri,EDUCATION,2560000.0,2023-09-17,2495712.77,COMPLETED,Irrigation & Public Health Division,2023-24,2023-12-23,2023-12-23,26.6243,80.8916,
WRK001114,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Supply of mobile health dispensary unit and diagnostic lab at Kisan Basti,HEALTH,4550000.0,2023-05-23,4416439.93,COMPLETED,Public Works Department (PWD),2023-24,2023-11-11,2023-11-06,26.8433,80.7263,
WRK001115,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Bituminous surface road connectivity linking village to Model Town,ROADS,1830000.0,2024-01-12,1808448.86,COMPLETED,Rural Development Agency (DRDA),2023-24,2024-08-18,2024-08-09,26.8422,80.7397,
WRK001116,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,"Construction of 50,000 litre overhead water storage tank at Kisan Basti",DRINKING_WATER,2360000.0,2023-08-10,2230204.45,COMPLETED,Municipal Corporation Engineering Cell,2023-24,2024-03-03,2024-02-25,26.7595,80.9918,
WRK001117,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Underground storm water drainage and sewage disposal network at Station Road,SANITATION,800000.0,2023-12-14,787953.23,COMPLETED,Zilla Parishad Engineering Division,2023-24,2024-04-03,2024-03-20,26.6373,80.7386,
WRK001118,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Construction of covered shed and crematorium facility with lighting at Vikas Puri,COMMUNITY_ASSETS,3520000.0000000005,2023-10-01,3482854.75,COMPLETED,Irrigation & Public Health Division,2023-24,2024-04-13,2024-03-30,26.7414,80.9661,
WRK001119,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Supply and erection of 100 kVA distribution transformer for power stabilization at Model Town,POWER,2080000.0,2023-09-22,2054586.53,COMPLETED,Public Works Department (PWD),2023-24,2024-05-16,2024-05-12,26.803,80.7619,
WRK001120,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Construction of drinking water facility and sanitation block in school at Adarsh Nagar,EDUCATION,3929999.9999999995,2023-06-13,3856880.79,COMPLETED,Rural Development Agency (DRDA),2023-24,2024-02-04,2024-01-20,26.6905,80.8716,
WRK001121,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Supply of mobile health dispensary unit and diagnostic lab at Ram Nagar,HEALTH,1310000.0,2023-04-30,1220212.76,COMPLETED,Municipal Corporation Engineering Cell,2023-24,2023-10-16,2023-10-13,26.9686,80.8404,
WRK001122,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Construction of CC road and drainage channel from Main Market to Station Road,ROADS,910000.0,2023-05-01,864139.87,COMPLETED,Zilla Parishad Engineering Division,2023-24,2023-12-12,2023-12-07,26.6861,80.8679,
WRK001123,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Installation of community reverse osmosis water purification plant at Model Town,DRINKING_WATER,4480000.0,2023-05-29,4219121.66,COMPLETED,Irrigation & Public Health Division,2023-24,2023-10-05,2023-10-03,26.663,80.9471,
WRK001124,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Underground storm water drainage and sewage disposal network at Model Town,SANITATION,2360000.0,2023-11-28,2224676.93,COMPLETED,Public Works Department (PWD),2023-24,2024-04-21,2024-04-21,26.902,80.7455,
WRK001125,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Construction of covered shed and crematorium facility with lighting at Ram Nagar,COMMUNITY_ASSETS,1490000.0,2023-05-09,1387158.39,COMPLETED,Rural Development Agency (DRDA),2023-24,2023-08-21,2023-08-14,26.6031,80.8206,
WRK001126,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Supply and erection of 100 kVA distribution transformer for power stabilization at Adarsh Nagar,POWER,530000.0,2023-06-16,508811.12,COMPLETED,Municipal Corporation Engineering Cell,2023-24,2024-01-02,2023-12-29,26.6703,80.8521,
WRK001127,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Construction of additional classrooms in Government High School at Subhash Ward,EDUCATION,2460000.0,2023-05-07,2376045.06,COMPLETED,Zilla Parishad Engineering Division,2023-24,2023-11-30,2023-11-28,26.9685,81.0448,
WRK001128,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Construction of Community Health Sub-Centre building at Gandhi Chowk,HEALTH,590000.0,2023-11-09,575349.59,COMPLETED,Irrigation & Public Health Division,2023-24,2024-04-30,2024-04-26,26.6687,81.079,
WRK001129,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Construction of CC road and drainage channel from Main Market to Subhash Ward,ROADS,1590000.0,2023-06-09,1557666.37,COMPLETED,Public Works Department (PWD),2023-24,2024-02-04,2024-01-27,26.7602,80.7315,
WRK001130,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,"Construction of 50,000 litre overhead water storage tank at Station Road",DRINKING_WATER,2800000.0,2023-05-25,2654646.34,COMPLETED,Rural Development Agency (DRDA),2023-24,2023-09-21,2023-09-10,26.8122,80.7776,
WRK001131,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Construction of modern community sanitary complex with bio-toilets at Gandhi Chowk,SANITATION,1650000.0,2023-06-29,1541383.29,COMPLETED,Municipal Corporation Engineering Cell,2023-24,2023-11-10,2023-11-10,26.841,81.0041,
WRK001132,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Construction of Gram Panchayat Bhavan cum civic service centre at Model Town,COMMUNITY_ASSETS,3570000.0000000005,2023-12-01,3561709.91,COMPLETED,Zilla Parishad Engineering Division,2023-24,2024-07-22,2024-07-17,26.8572,81.0946,
WRK001133,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Upgradation of Primary Health Centre with maternal care equipment at Kisan Basti,HEALTH,3340000.0,2024-11-28,3196177.59,COMPLETED,Rural Development Agency (DRDA),2024-25,2025-05-07,2025-04-23,26.8366,80.8408,
WRK001134,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Construction of CC road and drainage channel from Main Market to Adarsh Nagar,ROADS,850000.0,2024-09-09,819693.51,COMPLETED,Municipal Corporation Engineering Cell,2024-25,2024-12-31,2024-12-17,26.846,80.9028,
WRK001135,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,"Construction of 50,000 litre overhead water storage tank at Model Town",DRINKING_WATER,1950000.0,2024-07-21,1920510.82,COMPLETED,Zilla Parishad Engineering Division,2024-25,2025-02-17,2025-02-12,26.8005,81.0831,
WRK001136,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Installation of decentralized solid waste segregation and processing unit at Gandhi Chowk,SANITATION,3410000.0,2024-12-30,3279805.66,COMPLETED,Irrigation & Public Health Division,2024-25,2025-04-09,2025-03-30,26.6991,80.8751,
WRK001137,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Construction of Gram Panchayat Bhavan cum civic service centre at Adarsh Nagar,COMMUNITY_ASSETS,2240000.0,2024-09-07,2120769.16,COMPLETED,Public Works Department (PWD),2024-25,2025-03-02,2025-02-25,26.8716,80.7209,
WRK001138,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Installation of integrated solar LED street lighting units across Vikas Puri,POWER,1780000.0,2024-10-30,1687414.48,COMPLETED,Rural Development Agency (DRDA),2024-25,2025-03-07,2025-03-04,26.7333,80.9331,
WRK001139,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Construction of additional classrooms in Government High School at Model Town,EDUCATION,1889999.9999999998,2024-05-29,1845068.03,COMPLETED,Municipal Corporation Engineering Cell,2024-25,2024-12-01,2024-11-18,26.8574,80.8314,
WRK001140,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Supply of mobile health dispensary unit and diagnostic lab at Subhash Ward,HEALTH,2130000.0,2025-01-01,2090153.02,COMPLETED,Zilla Parishad Engineering Division,2024-25,2025-07-02,2025-06-23,26.7235,81.0805,
WRK001141,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Construction of CC road and drainage channel from Main Market to Station Road,ROADS,850000.0,2024-07-04,817804.15,COMPLETED,Irrigation & Public Health Division,2024-25,2024-10-27,2024-10-22,26.8031,80.9159,
WRK001142,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Installation of community reverse osmosis water purification plant at Station Road,DRINKING_WATER,1190000.0,2024-10-25,1110559.33,COMPLETED,Public Works Department (PWD),2024-25,2025-03-10,2025-03-09,26.9325,81.0084,
WRK001143,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Construction of modern community sanitary complex with bio-toilets at Subhash Ward,SANITATION,3540000.0,2024-10-19,3478772.26,COMPLETED,Rural Development Agency (DRDA),2024-25,2025-03-18,2025-03-10,26.9878,80.9442,
WRK001144,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Construction of covered shed and crematorium facility with lighting at Shivaji Nagar,COMMUNITY_ASSETS,4850000.0,2024-09-21,4683322.72,COMPLETED,Municipal Corporation Engineering Cell,2024-25,2025-04-19,2025-04-18,26.9616,80.7776,
WRK001145,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Supply and erection of 100 kVA distribution transformer for power stabilization at Ram Nagar,POWER,2760000.0,2024-10-28,2569758.4,COMPLETED,Zilla Parishad Engineering Division,2024-25,2025-05-13,2025-05-06,26.9865,81.0268,
WRK001146,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Construction of additional classrooms in Government High School at Kisan Basti,EDUCATION,3000000.0,2024-10-23,2780130.03,COMPLETED,Irrigation & Public Health Division,2024-25,2025-02-16,2025-02-06,26.8846,80.9064,
WRK001147,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Construction of Community Health Sub-Centre building at Kisan Basti,HEALTH,1160000.0,2025-01-03,1149293.64,COMPLETED,Public Works Department (PWD),2024-25,2025-07-23,2025-07-08,26.6367,81.0642,
WRK001148,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Bituminous surface road connectivity linking village to Sector 4,ROADS,2760000.0,2024-11-04,2609565.62,COMPLETED,Rural Development Agency (DRDA),2024-25,2025-04-03,2025-03-22,26.7545,80.7326,
WRK001149,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Installation of community reverse osmosis water purification plant at Adarsh Nagar,DRINKING_WATER,1120000.0,2024-06-29,1098392.17,COMPLETED,Municipal Corporation Engineering Cell,2024-25,2024-12-09,2024-12-09,26.967,80.889,
WRK001150,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Underground storm water drainage and sewage disposal network at Model Town,SANITATION,4580000.0,2024-04-18,4480058.83,COMPLETED,Zilla Parishad Engineering Division,2024-25,2024-07-21,2024-07-19,26.7024,81.034,
WRK001151,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Construction of multipurpose community welfare hall and auditorium at Ram Nagar,COMMUNITY_ASSETS,1860000.0000000002,2024-08-15,1720545.7,COMPLETED,Irrigation & Public Health Division,2024-25,2024-11-25,2024-11-25,26.6954,80.9556,
WRK001152,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Rooftop solar photovoltaic power system for primary healthcare facility at Vikas Puri,POWER,3340000.0,2024-04-24,3237077.12,COMPLETED,Public Works Department (PWD),2024-25,2024-12-17,2024-12-09,26.6968,80.7574,
WRK001153,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Construction of drinking water facility and sanitation block in school at Subhash Ward,EDUCATION,3490000.0,2024-07-20,3362707.68,COMPLETED,Rural Development Agency (DRDA),2024-25,2024-11-08,2024-10-24,26.8094,80.8442,
WRK001154,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Construction of Community Health Sub-Centre building at Kisan Basti,HEALTH,3360000.0,2024-05-08,3183882.91,COMPLETED,Municipal Corporation Engineering Cell,2024-25,2024-11-09,2024-10-28,26.7015,80.7065,
WRK001155,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Construction of reinforced cement concrete culvert and approach road at Adarsh Nagar,ROADS,700000.0,2024-06-23,682342.22,COMPLETED,Zilla Parishad Engineering Division,2024-25,2025-02-07,2025-02-07,26.7354,80.9571,
WRK001156,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Installation of community reverse osmosis water purification plant at Station Road,DRINKING_WATER,780000.0,2024-06-24,772873.32,COMPLETED,Irrigation & Public Health Division,2024-25,2025-01-17,2025-01-12,26.6148,80.7806,
WRK001157,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Underground storm water drainage and sewage disposal network at Vikas Puri,SANITATION,4950000.0,2024-11-05,4667299.91,COMPLETED,Public Works Department (PWD),2024-25,2025-06-22,2025-06-08,26.7894,80.7146,
WRK001158,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Construction of covered shed and crematorium facility with lighting at Adarsh Nagar,COMMUNITY_ASSETS,1060000.0,2024-09-02,1056309.4,COMPLETED,Rural Development Agency (DRDA),2024-25,2025-03-05,2025-02-28,26.7748,80.86,
WRK001159,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Installation of integrated solar LED street lighting units across Kisan Basti,POWER,2150000.0,2024-12-26,2052064.43,COMPLETED,Municipal Corporation Engineering Cell,2024-25,2025-08-05,2025-07-26,26.7067,80.733,
WRK001160,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Construction of drinking water facility and sanitation block in school at Ram Nagar,EDUCATION,960000.0,2024-09-27,915925.71,COMPLETED,Zilla Parishad Engineering Division,2024-25,2025-03-19,2025-03-18,26.8644,80.8226,
WRK001161,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Construction of Community Health Sub-Centre building at Kisan Basti,HEALTH,3770000.0000000005,2024-05-07,3707109.71,COMPLETED,Irrigation & Public Health Division,2024-25,2024-11-03,2024-10-20,26.8459,80.874,
WRK001162,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Construction of CC road and drainage channel from Main Market to Subhash Ward,ROADS,2810000.0,2024-10-19,2760838.93,COMPLETED,Public Works Department (PWD),2024-25,2025-02-26,2025-02-12,26.9811,80.7571,
WRK001163,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Installation of piped drinking water supply scheme with solar pump at Gandhi Chowk,DRINKING_WATER,4000000.0,2024-08-14,3830687.63,COMPLETED,Rural Development Agency (DRDA),2024-25,2025-02-13,2025-07-17,26.7449,81.0798,DELAYED_PROJECT
WRK001164,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Construction of modern community sanitary complex with bio-toilets at Model Town,SANITATION,2880000.0,2024-06-25,2655570.43,COMPLETED,Municipal Corporation Engineering Cell,2024-25,2025-01-02,2024-12-23,26.7258,80.8115,
WRK001165,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Construction of Gram Panchayat Bhavan cum civic service centre at Vikas Puri,COMMUNITY_ASSETS,4610000.0,2024-10-31,4608659.45,COMPLETED,Zilla Parishad Engineering Division,2024-25,2025-02-28,2025-02-22,26.7047,80.8041,
WRK001166,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Construction of Community Health Sub-Centre building at Shivaji Nagar,HEALTH,1110000.0,2025-06-17,1028995.82,COMPLETED,Rural Development Agency (DRDA),2025-26,2025-10-03,2025-09-28,26.7808,81.0595,
WRK001167,Varanasi,Uttar Pradesh,Varanasi,Narendra Modi,Construction of reinforced cement concrete culvert and approach road at Adarsh Nagar,ROADS,2970000.0,2025-05-19,2952732.29,COMPLETED,Municipal Corporation Engineering Cell,2025-26,2025-10-30,2025-10-20,26.9565,81.0405,
